cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
6.45,328,353,2,3,0,4,1159,78,14,83,1
6.85,332,280,1,6,4,3,115,15,50,63,1
7.89,453,321,2,5,0,2,2238,51,75,61,1
9.87,387,305,0,7,4,3,1467,94,84,99,1
9.09,251,324,1,1,3,2,40,49,100,68,1
9.59,429,333,4,4,4,3,110,28,16,99,1
7.33,475,478,0,4,1,2,537,54,72,78,1
9.97,124,423,4,4,1,4,633,85,0,98,1
6.41,10,389,1,7,5,0,1798,54,94,77,2
6.21,481,63,4,7,1,1,2779,38,80,68,1
9.42,316,283,0,1,2,3,1984,56,83,88,2
9.71,121,264,0,3,5,1,556,18,52,76,1
6.36,34,5,2,2,1,3,2049,5,3,99,2
6.45,68,500,1,1,4,4,1617,49,24,64,2
6.13,312,400,3,6,4,4,901,34,97,98,1
6.42,486,167,3,3,4,3,1452,42,6,86,1
6.84,138,354,4,6,1,3,1338,55,62,74,1
9.88,11,459,3,7,5,3,914,35,90,84,1
8.67,124,172,3,7,3,4,1187,14,1,80,1
9.11,298,337,0,2,3,0,1700,36,44,99,2
9.1,146,118,0,0,2,0,2,53,4,86,1
8.14,76,426,0,3,4,3,2834,80,67,82,3
9.19,67,225,3,5,4,2,2027,7,66,77,1
8.38,205,173,4,5,2,0,1302,12,24,73,1
7.26,235,446,1,0,4,4,823,79,48,72,2
8.24,58,128,2,6,0,4,943,68,25,100,1
8.13,257,186,4,4,5,4,2712,63,90,80,1
9.29,253,62,0,6,2,1,2080,50,43,85,2
9.93,391,462,4,4,4,1,1122,23,32,100,1
7.64,405,380,1,3,2,4,229,89,60,93,1
9.05,242,273,0,5,0,0,2955,82,8,66,2
6.4,460,85,1,0,0,1,778,66,34,61,2
9.11,276,209,2,1,5,2,2519,7,7,73,2
7.49,468,496,4,2,1,3,371,25,12,67,1
6.16,219,192,2,4,4,1,102,45,67,87,1
7.45,224,237,3,4,5,1,202,94,40,69,1
8.44,412,19,4,4,0,0,2567,92,4,93,1
6.48,100,439,3,4,0,0,816,94,13,78,1
9.7,341,181,1,5,5,2,2293,82,75,88,1
6.31,121,47,3,3,0,2,589,46,19,75,1
9.72,217,227,1,5,1,2,2763,19,4,92,2
8.83,74,53,2,3,4,2,2184,44,88,65,2
7.32,330,101,0,0,2,1,471,85,12,71,2
7.56,236,88,2,7,1,2,1124,28,22,86,1
8.96,481,143,3,1,4,2,2055,44,41,60,1
8.41,338,147,1,0,0,4,778,10,44,78,1
8.69,239,229,3,5,1,1,396,0,36,83,1
7.56,164,302,0,5,3,1,479,8,62,85,1
7.95,333,249,4,1,3,1,933,81,55,66,1
9.96,156,224,4,3,0,3,154,0,30,66,1
6.86,210,390,4,4,4,2,5,68,37,82,1
7.67,420,406,3,0,4,2,1711,54,90,97,1
7.17,276,458,4,1,1,2,775,75,73,67,1
9.06,215,160,1,2,3,0,1316,91,45,100,2
9.06,217,167,0,1,4,0,1447,23,59,65,2
7.17,232,109,2,7,1,0,254,100,65,100,1
6.33,375,260,1,7,1,3,2404,29,83,60,2
6.05,11,172,0,0,3,2,2802,82,27,60,3
7.71,431,366,2,6,0,1,1089,38,78,84,1
7.64,82,296,4,3,1,1,2050,39,34,72,2
9.95,430,391,2,4,0,4,579,58,55,84,1
7.88,112,242,3,2,3,0,103,52,0,96,1
7.03,477,208,3,6,1,3,1294,84,87,75,1
9.56,270,242,4,0,2,4,2043,22,28,74,1
7.96,194,253,4,3,3,3,2297,2,42,94,1
8.4,368,81,1,1,3,1,345,72,54,98,1
6.38,140,433,1,3,2,2,2021,13,89,70,2
7.53,442,474,3,3,3,1,2255,30,82,81,1
9.78,456,30,0,7,2,1,1520,5,33,78,1
8.36,123,3,1,4,2,0,553,0,19,96,1
7.38,140,193,0,0,3,1,1736,74,64,63,2
8.5,207,55,3,5,2,3,250,54,79,84,1
9.64,114,260,1,7,2,2,2358,84,40,99,2
7.1,205,80,0,3,3,0,1661,17,76,65,2
8.02,455,53,0,1,2,4,2154,87,87,86,2
9.83,402,379,1,6,0,1,1426,69,87,61,1
6.69,440,486,4,6,3,0,2578,33,24,70,1
8.88,287,95,2,1,3,0,2195,71,98,97,2
8.46,354,348,4,7,0,0,677,16,30,69,1
8.72,342,335,2,4,4,3,2529,30,38,80,2
7.4,148,256,0,3,5,4,96,93,80,77,2
7.26,209,203,1,1,1,0,89,93,44,95,1
8.74,111,210,3,5,2,3,215,1,48,65,1
6.86,141,328,1,1,5,4,2763,28,62,75,3
7.68,463,495,4,4,2,2,2197,15,56,78,1
6.75,23,316,2,3,5,3,2219,68,77,90,2
6.03,48,125,1,4,1,0,2911,69,91,76,3
9.88,499,6,2,6,2,1,1379,81,21,71,1
7.73,287,413,4,3,5,3,799,76,7,79,1
9.88,330,124,4,1,2,2,1869,34,0,83,1
6.56,364,270,1,7,0,4,234,57,55,68,1
8.35,10,107,3,5,0,2,138,3,10,81,1
6.8,187,259,3,0,5,4,560,7,58,89,1
9.16,67,318,2,7,0,3,2885,32,28,66,2
9.13,444,69,1,1,0,4,2303,53,78,74,2
6.45,89,37,0,0,3,0,1856,74,72,60,3
9.65,109,174,4,3,2,3,1391,6,16,74,1
6.78,388,187,2,3,1,1,2865,24,26,77,2
8.45,163,226,4,2,2,2,1704,18,82,80,1
9.94,480,257,2,3,3,2,1100,57,98,60,1
9.53,447,196,1,6,3,3,749,59,66,70,1
9.83,205,7,2,3,2,1,444,66,41,75,1
7.37,31,50,2,2,5,3,1833,35,53,93,2
6.42,326,372,0,0,2,0,1498,64,39,75,2
6.75,73,221,2,3,0,0,2863,58,82,70,2
8.0,250,367,3,4,3,1,171,98,86,68,1
9.17,449,18,2,7,2,3,1856,10,62,63,1
6.6,393,349,2,7,1,1,2016,45,70,61,1
8.64,354,246,1,3,1,1,2077,91,7,81,2
7.29,20,30,2,3,0,0,502,70,68,65,1
7.36,295,79,0,7,0,0,2206,77,92,88,2
8.65,297,357,1,7,2,1,541,84,56,71,1
7.87,327,21,4,1,1,1,2812,5,92,64,2
9.25,301,288,3,3,5,4,475,99,62,77,1
6.62,337,241,3,6,3,0,207,96,28,92,1
9.16,72,213,4,3,4,1,1508,6,34,61,1
6.26,373,199,2,4,1,4,348,60,52,82,1
6.78,40,164,0,2,3,1,1488,59,22,92,2
8.62,93,139,0,2,1,4,1471,30,11,64,2
9.42,131,369,0,2,2,1,908,90,16,90,2
7.01,98,452,0,1,4,3,1945,22,58,73,3
7.31,397,319,2,3,4,0,1160,0,78,64,1
8.15,397,408,4,0,2,1,1792,40,82,81,1
6.85,52,437,4,0,2,2,2424,89,86,81,2
9.24,495,284,3,4,0,2,2545,35,18,87,1
9.09,228,12,4,1,3,4,352,56,53,68,1
6.58,127,500,0,5,5,0,2136,34,28,87,2
7.86,211,25,2,1,3,4,2437,49,80,62,2
9.1,284,21,1,3,0,0,1171,52,42,98,1
7.35,278,348,1,5,3,2,2129,66,4,100,2
8.53,494,75,0,0,4,2,1180,83,98,85,2
6.2,340,495,3,1,1,4,1304,51,37,73,2
8.43,158,365,1,4,4,3,2252,41,10,60,2
6.61,351,490,0,6,0,2,1823,20,21,69,2
9.32,232,91,2,0,3,0,967,29,65,90,1
7.42,70,328,1,6,3,1,1923,62,12,98,2
7.13,204,374,0,7,1,1,2252,37,25,76,2
9.36,188,265,1,1,5,1,474,41,36,96,1
6.2,150,47,2,3,1,2,744,93,50,63,2
7.59,7,498,4,7,1,3,1795,25,32,100,1
7.48,331,169,4,3,4,2,1967,5,55,63,1
7.14,99,345,2,6,0,0,1397,86,85,74,2
9.65,15,244,2,5,0,2,166,6,60,95,1
9.0,153,227,4,3,0,2,797,92,6,79,1
6.26,156,186,2,3,4,2,1256,19,27,100,2
8.86,92,436,2,0,2,2,2156,74,4,93,2
8.11,261,167,2,0,3,0,1837,5,57,71,2
9.6,36,202,4,1,4,2,433,83,32,67,1
7.25,160,445,4,4,0,3,2993,49,65,95,2
8.3,350,5,1,6,4,4,221,26,68,89,1
8.0,173,131,4,2,4,0,507,93,86,96,1
7.96,316,244,1,2,5,3,989,79,86,84,1
7.82,424,90,4,3,2,1,1754,47,36,73,1
6.82,17,310,3,1,5,1,2891,32,98,92,2
9.02,485,125,1,2,1,0,358,78,67,92,1
7.81,366,471,2,2,5,4,2586,95,5,77,2
9.83,350,452,3,2,5,2,746,84,43,87,1
7.04,15,241,4,2,0,0,615,98,69,65,1
8.73,359,248,4,6,4,2,124,53,91,93,1
9.76,434,386,3,6,1,2,1308,0,76,90,1
8.65,420,6,0,5,3,1,150,25,70,83,1
9.49,269,87,2,2,3,4,2432,99,37,83,2
9.31,358,85,1,5,3,2,924,90,95,75,1
7.44,67,395,3,5,4,0,460,80,62,64,1
8.4,29,354,1,1,4,1,2752,63,100,65,3
6.63,315,144,4,2,2,2,2796,59,85,100,2
8.14,308,450,0,2,0,1,1427,14,98,69,2
6.92,224,330,0,5,1,1,2735,21,39,82,2
8.97,163,197,1,1,5,0,1108,25,53,94,2
8.11,413,362,4,6,3,0,614,8,18,68,1
7.64,319,163,0,0,1,3,2900,32,23,97,3
7.08,13,144,2,0,2,2,466,59,96,93,2
9.99,278,341,4,0,3,1,2437,58,0,64,1
6.29,431,0,3,2,1,3,1352,10,52,77,1
6.17,155,491,3,1,0,0,555,18,83,60,1
6.87,121,119,3,0,0,4,1743,20,6,99,2
9.88,262,66,2,3,2,1,2938,41,46,97,2
9.92,169,463,4,3,1,4,2149,1,42,77,1
8.62,9,354,1,1,2,4,1678,10,1,100,2
9.52,451,461,1,7,2,1,540,50,37,87,1
6.86,171,48,4,2,2,3,1610,62,31,84,1
9.89,357,306,2,7,4,3,6,3,68,71,1
6.57,12,326,4,5,0,1,2798,7,39,75,2
6.4,212,473,1,0,4,2,1791,46,40,66,2
6.45,160,375,4,2,5,4,2580,8,1,84,2
8.29,231,426,3,5,4,3,1604,41,42,72,1
9.12,475,367,4,6,0,1,878,41,2,78,1
7.47,470,286,0,0,2,0,1987,0,77,84,2
9.91,159,23,4,4,1,0,1567,88,85,83,1
7.74,126,210,1,4,2,1,1492,4,70,94,2
6.6,47,292,1,2,2,2,2905,77,96,95,3
7.86,260,448,1,3,4,0,1932,97,35,99,2
8.72,60,472,3,2,1,2,560,72,14,63,1
9.33,121,62,1,0,0,1,745,61,81,100,2
7.84,89,55,0,2,3,1,2165,97,96,68,2
8.37,358,457,4,2,0,4,2844,16,71,73,2
7.07,254,17,2,7,1,1,2681,98,14,84,2
8.58,89,361,1,0,0,2,1737,34,94,73,2
9.94,2,448,4,3,4,3,713,63,27,69,1
6.2,279,412,3,4,1,0,39,89,51,82,1
9.55,116,76,4,5,3,0,982,33,69,70,1
8.25,97,259,1,0,3,4,2219,48,43,77,2
7.01,161,120,1,2,1,3,1009,69,35,80,2
9.82,339,395,1,1,0,2,2817,68,47,89,2
7.93,374,183,0,2,3,2,1742,11,8,85,2
7.33,477,47,4,5,5,4,1624,13,54,82,1
6.73,297,146,2,2,1,1,753,9,38,95,1
6.98,403,281,0,1,1,3,1481,29,54,75,2
9.33,296,363,2,5,1,0,146,74,67,89,1
8.46,81,293,1,2,2,3,1289,75,57,68,2
9.65,357,79,2,1,0,4,1273,39,38,70,1
6.93,147,235,2,6,1,1,1549,26,56,83,2
6.48,5,408,0,7,1,3,2859,64,80,67,3
6.02,377,439,0,2,2,1,1122,60,80,84,2
8.03,184,457,4,3,4,3,2436,91,18,68,2
9.99,425,228,2,5,2,0,555,52,15,61,1
8.78,251,283,0,4,1,2,1759,19,84,92,2
7.23,24,60,4,3,0,3,1183,23,95,96,1
9.51,40,219,2,0,2,2,1049,26,26,99,2
9.13,168,344,2,0,1,2,216,73,20,66,1
6.06,2,88,1,2,5,2,1100,90,76,67,2
9.27,363,434,0,6,0,4,1877,33,100,67,1
7.2,170,395,3,0,2,0,1986,22,16,81,2
6.6,429,263,0,6,3,2,1550,15,21,61,2
6.91,56,227,1,0,0,0,1908,49,36,63,2
7.87,82,377,4,6,5,3,713,23,19,78,1
7.7,329,102,0,2,1,0,1092,63,63,64,2
7.16,178,441,2,2,0,1,69,90,48,100,1
6.69,132,87,3,4,0,2,881,58,20,74,1
9.05,85,22,4,1,1,3,2573,36,44,66,2
9.96,456,292,0,2,3,2,1109,75,10,71,1
9.11,352,266,4,6,0,2,2318,97,17,98,1
7.18,270,16,2,4,1,3,1161,96,3,71,1
6.98,343,475,3,3,0,3,2906,56,99,84,2
6.87,93,439,2,0,4,4,746,97,39,66,2
6.55,381,436,3,6,3,4,300,10,49,99,1
8.21,355,450,4,6,5,4,539,96,58,68,1
8.42,249,385,0,1,4,0,1193,27,1,63,2
8.82,294,498,3,6,0,1,1374,74,68,73,1
8.72,197,284,2,7,3,1,2604,94,50,89,2
7.17,78,312,3,6,1,0,1440,93,100,66,1
7.32,165,161,4,6,4,4,582,21,97,68,1
8.73,38,77,4,5,3,1,1752,7,99,66,1
7.4,307,121,4,3,3,4,1577,57,70,93,1
6.85,213,480,0,7,0,3,2036,2,94,69,2
7.5,130,111,4,2,5,0,2062,18,93,61,2
7.09,500,238,0,3,4,4,1325,85,76,70,2
6.35,156,209,1,5,5,0,1178,66,96,68,2
9.32,476,348,3,4,1,2,1636,21,92,65,1
9.41,381,1,2,2,2,0,677,12,74,81,1
6.88,158,379,0,6,0,0,228,32,75,73,1
6.26,492,202,0,7,5,4,946,14,28,75,1
8.96,321,286,2,6,3,0,2333,68,54,78,1
6.85,226,116,3,2,4,2,980,10,90,65,1
7.57,44,368,4,1,2,3,1898,33,26,72,2
6.26,200,460,3,4,5,1,1400,93,12,91,1
6.91,21,299,0,0,3,3,1256,60,19,62,2
9.17,338,382,4,3,4,0,2167,66,67,88,1
9.22,241,345,1,5,4,2,2743,47,74,92,2
6.83,228,439,2,1,2,2,265,0,16,94,1
7.34,393,481,3,5,3,3,2975,92,39,93,2
6.54,237,437,4,1,2,4,2424,21,54,74,2
6.3,148,436,2,6,1,1,1493,93,13,87,2
9.97,272,113,3,7,0,0,658,52,13,72,1
8.62,66,73,0,7,0,0,948,41,92,71,1
8.17,6,459,0,2,1,3,2125,31,90,93,2
9.06,232,240,0,3,3,2,395,33,87,92,1
9.36,356,469,1,1,2,2,281,10,99,93,1
9.23,291,301,0,2,0,4,2714,7,2,80,2
6.07,255,53,0,2,1,1,1753,78,4,65,2
6.75,66,158,0,4,4,0,2677,13,52,89,3
8.62,249,466,4,2,5,3,589,37,76,99,1
7.5,76,108,2,0,5,4,2614,61,53,73,2
9.93,488,279,1,6,0,1,1496,28,4,86,1
8.66,413,152,3,7,0,0,669,72,97,64,1
9.83,86,162,1,4,1,1,1699,19,70,79,2
6.81,251,56,2,4,2,0,564,44,8,77,1
9.46,454,327,0,0,0,1,1140,63,33,72,1
7.29,221,324,0,0,2,1,2545,14,59,73,3
9.96,412,213,3,5,5,3,1660,74,27,91,1
6.63,71,27,1,6,1,4,908,97,57,62,2
8.07,201,203,1,1,4,2,1005,30,65,92,2
9.17,416,32,3,7,0,1,176,92,27,68,1
7.73,58,308,1,6,5,3,2035,24,44,91,2
7.87,275,121,1,5,2,2,2311,74,3,67,2
9.95,220,15,1,6,2,4,2759,1,87,79,2
7.7,156,153,3,1,5,4,85,40,65,83,1
8.42,180,395,3,7,5,1,2613,71,61,100,1
6.22,212,342,2,5,3,0,1361,1,61,99,2
9.37,128,496,1,7,2,4,2799,52,37,95,2
8.59,242,217,2,0,5,3,1604,65,58,77,2
7.62,417,104,4,1,5,1,2221,71,32,97,1
6.06,171,76,4,0,5,4,625,94,52,82,1
8.37,479,86,1,7,2,1,1992,32,23,64,1
6.05,364,30,0,0,1,0,274,87,96,76,2
6.0,269,99,4,5,2,4,1680,24,97,92,1
8.46,420,154,0,2,3,1,2655,0,80,76,2
6.76,162,291,2,1,4,3,560,89,45,82,2
6.77,442,314,1,4,3,4,2857,20,83,73,2
8.61,23,494,2,4,5,0,2879,86,83,67,2
6.21,496,105,2,1,4,2,2281,99,86,92,2
7.25,192,470,3,1,0,2,1562,51,43,64,2
6.6,365,229,1,1,4,1,970,59,62,66,2
8.32,389,2,3,1,4,4,591,47,68,60,1
8.65,496,221,2,7,5,4,671,66,93,67,1
8.88,451,120,0,2,5,0,1448,4,20,63,2
7.02,293,159,1,0,3,2,2609,92,37,83,2
6.36,128,270,1,7,1,3,2240,26,16,83,2
6.31,40,485,4,1,1,2,173,27,78,72,1
7.7,30,330,0,5,4,4,258,13,18,95,2
9.78,35,193,0,7,3,3,693,5,26,77,1
6.87,456,217,2,1,1,3,1743,13,60,87,2
7.03,360,190,2,0,1,0,55,18,17,95,1
6.4,252,251,2,0,3,1,152,0,86,73,1
8.42,437,225,4,0,4,1,2716,61,51,88,2
8.72,364,0,0,7,5,0,1798,28,43,63,1
8.57,214,458,3,5,0,4,2472,39,8,88,1
9.44,286,132,0,3,3,4,2512,6,82,74,2
7.95,255,89,3,4,5,1,1655,83,38,79,1
6.54,412,5,1,7,3,2,194,43,46,98,1
7.16,368,482,3,5,3,0,2314,73,36,92,1
8.65,468,243,1,1,4,2,2301,69,1,76,2
8.45,386,132,2,2,4,0,1027,12,94,86,1
8.12,185,115,0,2,5,0,1675,76,95,94,2
8.73,473,72,2,6,3,1,2671,71,80,97,1
8.55,60,155,0,0,1,1,2713,94,25,65,3
9.53,261,210,3,2,0,2,834,16,84,80,1
8.34,275,68,0,4,5,4,1161,21,82,97,2
9.11,110,470,3,7,2,3,2749,81,78,81,1
6.99,316,491,0,1,3,2,1235,4,60,60,2
8.71,429,299,1,7,3,0,241,8,67,91,1
9.61,140,143,3,6,4,3,2235,80,8,67,1
7.54,232,198,2,2,4,3,1630,69,53,97,2
9.12,22,205,2,4,2,3,2689,52,96,81,2
8.9,78,405,2,4,5,3,1000,68,57,72,1
6.24,493,200,2,3,4,3,1547,30,26,65,1
8.33,30,238,1,3,4,2,1744,45,2,98,2
6.52,3,406,1,2,5,1,1565,2,65,88,2
9.87,458,426,4,4,1,1,2039,17,64,80,1
9.25,117,67,4,0,0,0,2151,54,56,77,2
6.44,65,170,4,3,1,4,2214,18,3,62,2
6.49,399,409,4,4,3,2,4,61,51,85,1
8.38,370,296,0,3,1,3,252,13,82,64,1
7.38,286,69,3,1,5,1,472,82,64,72,1
6.14,175,286,2,6,2,0,2974,17,99,92,2
8.17,122,16,0,4,1,3,2547,60,14,60,2
7.55,230,136,1,4,4,0,2314,67,41,65,2
6.4,42,218,2,5,2,3,1260,39,64,86,2
9.21,491,310,3,1,2,3,1974,99,55,72,1
9.66,3,5,3,5,3,1,1652,60,85,62,1
9.03,189,197,1,3,3,1,1577,43,76,76,2
9.29,303,447,2,7,4,3,1208,37,75,73,1
6.87,411,131,4,1,0,1,1556,40,81,78,1
7.05,249,499,2,6,2,2,1798,2,1,68,2
6.83,143,362,2,2,4,3,1366,13,44,73,2
9.06,486,450,3,0,3,1,1790,19,62,99,1
9.79,344,343,1,3,3,0,2064,78,46,60,2
8.87,381,183,2,6,0,0,784,27,70,76,1
9.53,332,17,0,4,2,0,919,75,82,66,1
8.55,452,415,0,2,2,4,796,54,33,72,1
7.55,157,495,1,3,4,0,2963,35,0,90,2
7.7,64,212,4,6,0,0,618,66,58,78,1
6.3,324,47,2,6,1,2,1704,35,97,74,2
6.13,269,28,2,7,4,2,2645,68,81,88,2
8.78,74,415,3,0,2,4,387,38,46,82,1
7.75,417,152,2,4,4,2,904,13,4,82,1
8.21,439,331,4,1,4,1,1447,16,77,63,1
8.23,28,237,2,0,4,0,1244,7,28,75,2
7.11,465,318,2,5,4,1,1308,12,52,99,1
7.9,334,264,3,3,2,4,925,71,87,81,1
7.88,237,198,0,4,0,1,2836,55,10,91,2
7.55,152,13,0,3,0,1,2027,40,90,96,2
9.28,93,275,4,0,3,1,337,51,21,61,1
7.8,236,467,1,6,5,2,1102,50,44,100,1
8.41,321,9,1,4,3,0,2212,76,74,86,2
9.58,114,138,3,6,1,1,225,16,61,77,1
9.46,295,166,2,0,0,3,37,24,20,88,1
9.56,218,146,3,3,4,0,786,74,53,88,1
7.08,245,402,0,5,5,0,2505,60,35,67,2
6.14,496,244,4,4,3,3,1221,33,67,74,1
7.04,398,426,1,7,4,4,76,44,16,80,1
7.11,31,444,2,6,1,4,761,28,1,62,1
9.64,19,69,1,6,0,0,1986,11,19,81,2
8.6,52,327,0,6,2,2,2562,39,54,71,2
6.33,205,320,2,6,1,4,1813,40,10,62,2
6.54,218,406,0,7,2,4,2320,65,97,96,2
6.62,194,103,1,4,0,1,676,70,65,78,2
8.52,304,228,1,6,2,1,99,54,44,98,1
8.94,194,315,0,6,0,4,1108,50,51,79,1
9.44,460,137,2,4,4,2,2338,75,24,99,1
9.76,344,318,0,3,1,1,98,79,12,83,1
6.81,81,385,2,2,4,2,1556,30,16,70,2
7.24,0,35,3,5,0,0,1261,83,31,76,1
6.96,166,117,3,3,0,2,371,78,55,78,1
7.44,316,254,2,1,4,1,1175,13,46,97,2
9.66,182,312,0,7,5,3,2695,57,13,83,2
8.3,452,449,2,2,4,2,685,8,58,66,1
8.95,385,334,1,7,4,4,452,80,20,60,1
7.96,349,19,0,3,1,2,1072,82,32,61,2
6.12,272,297,2,1,1,2,2674,86,58,69,2
6.26,156,20,1,7,5,2,1355,45,15,79,2
8.15,372,477,4,7,0,4,2815,30,85,94,1
8.88,361,255,1,6,3,2,2373,33,10,66,2
6.86,387,247,2,0,4,3,2830,42,92,80,2
8.89,200,471,0,1,2,4,1771,18,89,90,2
9.24,191,449,0,5,2,3,946,35,20,76,1
7.65,340,165,3,4,5,3,1384,91,18,71,1
8.99,298,469,2,5,2,3,2953,0,38,67,2
7.62,75,348,1,2,5,4,44,63,14,91,1
8.71,139,254,1,3,4,1,1760,88,51,74,2
9.06,305,77,2,7,3,4,2265,14,30,70,1
9.97,195,452,1,6,5,2,1728,82,41,62,1
7.38,60,279,4,5,3,3,1080,84,61,97,1
7.64,475,281,3,3,5,2,978,33,58,90,1
6.66,456,385,0,4,5,3,1035,55,48,83,2
6.82,359,429,1,7,1,3,2405,36,30,82,2
8.77,306,364,4,2,3,2,2527,81,49,87,1
9.67,479,33,2,7,2,0,894,53,26,66,1
7.58,332,445,1,2,2,3,569,47,6,91,1
6.72,353,470,2,5,4,0,1759,5,72,89,2
7.14,82,424,4,4,1,4,105,10,77,66,1
7.82,333,98,4,2,5,3,2024,100,93,94,1
7.16,4,142,0,4,0,3,621,53,62,99,2
6.93,218,54,2,1,5,4,2903,23,0,69,2
8.94,411,2,3,5,1,2,550,4,16,62,1
6.03,253,331,0,6,0,2,2680,72,64,61,2
8.16,473,421,2,7,5,0,2055,29,60,97,1
9.18,393,434,2,4,1,4,2978,74,17,94,2
7.06,87,400,4,3,3,3,2690,75,44,97,2
8.41,208,485,4,0,1,0,2092,19,87,90,2
8.68,179,218,2,1,4,2,1218,64,44,78,2
8.62,207,210,4,5,0,3,2710,60,81,81,1
7.78,272,304,2,5,3,2,248,31,19,78,1
7.39,64,495,2,7,3,0,1634,15,57,80,2
9.34,379,148,0,5,1,2,37,40,91,86,1
9.03,20,231,0,3,3,2,1337,73,49,80,2
7.29,437,87,3,1,2,4,2699,8,37,75,2
6.41,366,407,0,3,2,0,573,84,12,88,2
6.29,176,210,1,6,2,3,2011,34,39,92,2
6.38,362,222,1,2,1,2,654,96,49,70,2
8.33,21,295,4,4,0,2,2632,52,64,69,2
6.21,324,147,1,3,1,1,1617,49,75,80,2
7.35,447,206,0,3,4,0,2125,60,32,76,2
9.01,35,359,3,6,3,0,1768,91,63,69,1
7.18,249,418,2,2,2,3,879,26,43,88,1
9.05,148,431,3,6,1,4,2639,18,36,65,1
8.98,439,226,0,0,1,3,1449,44,11,69,2
6.98,72,416,0,6,3,0,740,89,84,66,2
8.92,90,359,0,0,1,2,1230,9,65,70,2
8.99,175,183,4,4,2,4,2142,24,5,97,1
7.59,125,40,1,2,3,4,2750,59,63,99,2
6.84,203,181,0,6,0,0,1210,0,1,82,2
8.09,401,43,2,6,2,0,47,50,86,91,1
9.69,245,209,1,7,4,3,1151,91,98,84,1
8.56,98,336,1,1,4,1,2564,93,49,62,2
6.69,270,455,4,3,5,0,329,67,63,87,1
8.73,497,249,3,4,5,0,353,53,16,68,1
7.71,43,83,1,0,3,3,1594,34,68,63,2
8.37,221,138,1,1,2,0,1783,67,9,64,2
8.94,428,477,0,5,5,3,188,68,74,72,1
8.06,96,474,2,2,2,0,712,46,39,68,1
9.26,35,230,0,7,2,2,591,67,30,74,1
8.89,167,397,2,7,4,0,230,82,66,80,1
8.46,434,425,1,7,3,1,1949,27,86,79,1
6.6,500,462,2,5,4,4,321,86,30,63,1
9.34,29,11,0,3,5,3,2534,65,48,95,2
9.74,281,467,0,5,1,1,1396,91,96,86,1
6.55,84,272,3,7,5,3,78,10,22,72,1
7.95,356,487,4,5,0,1,1480,93,23,68,1
7.04,490,89,3,3,4,3,2567,85,63,71,2
9.02,120,461,1,0,3,3,1624,80,53,83,2
8.89,286,24,2,5,4,4,193,23,80,87,1
6.56,247,25,0,6,1,0,2794,99,71,66,2
9.51,183,430,0,0,1,3,2892,85,97,99,2
6.72,252,152,0,4,1,3,809,76,60,74,2
9.19,444,472,0,5,1,4,1834,89,14,76,1
7.83,272,59,1,7,0,3,419,52,79,68,1
7.31,208,59,4,7,2,3,1442,100,90,93,1
6.63,353,282,3,5,5,2,1929,82,90,97,1
6.67,381,170,3,7,1,2,817,88,16,99,1
8.65,23,75,0,3,0,2,2454,82,85,62,2
8.2,121,275,0,3,4,4,421,94,84,93,2
6.49,224,446,2,5,1,3,2364,16,4,65,2
6.45,387,207,0,5,4,4,12,89,37,71,1
6.29,392,408,3,6,4,4,2427,43,28,67,2
8.98,385,154,2,3,3,1,2340,44,69,86,1
8.85,418,179,2,3,0,0,2858,7,10,73,2
6.23,122,81,0,1,0,1,864,63,25,81,2
8.24,293,9,2,2,1,0,895,11,78,100,1
6.34,172,242,4,1,1,1,1922,63,99,65,2
9.61,142,177,0,5,1,3,2975,25,56,88,2
9.63,490,285,4,2,0,4,2836,15,71,65,1
8.79,425,256,0,1,4,1,886,59,32,99,1
9.7,386,309,4,4,4,1,645,41,99,63,1
9.25,414,3,0,2,1,3,2248,32,47,99,2
9.31,435,214,3,3,4,4,572,54,87,83,1
8.28,168,390,0,7,1,0,1632,16,71,78,2
7.22,56,29,3,2,5,1,2761,68,31,78,2
6.87,41,345,1,3,2,0,1146,3,23,91,2
7.31,308,64,1,4,4,2,1569,66,82,97,2
8.51,118,123,0,7,5,1,326,64,34,99,1
6.69,120,284,3,6,0,4,2656,71,56,80,2
7.03,311,152,3,5,5,2,1284,18,22,96,1
7.87,250,39,2,6,3,2,2220,25,95,82,2
6.93,342,25,2,2,5,1,2286,35,46,76,2
8.35,331,272,4,0,5,1,2396,51,88,90,2
9.69,455,158,2,3,5,2,675,0,16,97,1
8.99,436,188,0,2,0,1,1395,80,64,62,2
8.67,340,263,2,7,0,4,2594,99,40,94,1
8.33,340,68,2,1,3,4,2161,37,54,68,2
7.95,415,0,0,6,1,2,165,91,41,71,1
6.75,336,78,0,2,4,1,1505,13,38,68,2
9.58,181,227,4,3,0,2,2021,44,41,90,1
6.99,164,326,3,0,4,4,188,21,16,80,1
6.37,471,45,2,0,3,1,1233,35,43,99,2
9.0,263,107,1,7,5,4,1023,10,16,98,1
6.7,209,500,3,6,3,1,2675,81,27,95,2
7.49,10,474,0,1,4,3,1082,3,24,94,2
6.11,181,354,2,4,4,4,2649,51,17,81,2
6.55,443,123,4,0,3,0,304,41,38,65,1
6.69,250,474,1,5,1,1,72,95,94,74,1
6.22,137,147,3,4,4,3,2628,78,81,87,2
8.63,217,465,2,3,2,3,1670,94,75,70,1
